Gold Label,words,m_label,covid,economic,education,environmental,foreign policy,governance,health,immigration,military,safety,social cultural,social programs
"education,social programs,economic","universal child care,black,cancel student loan debt,student loan,debt,tuition free,tuition,tax,colleges,child care,student,budget,college,student loan debt,loan debt,pre kindergarten,free college","economic,education,social cultural,social programs",0,correct label,correct label,0,0,0,0,0,0,0,black,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,economic","black,african americans,loans,african,discrimination","education,social cultural",0,0,loans,0,0,0,0,0,0,0,correct label,0
"social cultural,safety","gun violence,officers,police,extremist,gun,guns,immigration,homeland security,hate crimes,terrorism,constitutional rights","foreign policy,governance,immigration,safety,social cultural",0,0,0,0,"homeland security,terrorism",constitutional rights,0,"immigration,homeland security",0,correct label,correct label,0
economic,"federal,economy,mortgage,private equity,discrimination","economic,governance,social cultural",0,"private equity,economy,mortgage",0,0,0,federal,0,0,0,0,discrimination,0
economic,"affordable,housing,discrimination","social cultural,social programs",0,0,0,0,0,0,0,0,0,0,discrimination,"housing,affordable"
no topic,stock,economic,0,stock,0,0,0,0,0,0,0,0,0,0
environmental,"new deal,green new,green new deal",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,health,social programs","health,medicare,care costs,corruption,medicare for all,drugs,health care costs,insulin,improve health,big pharma,enroll,health care,costs","economic,governance,health,safety,social programs",0,correct label,0,0,0,corruption,correct label,0,0,drugs,0,correct label
military,"troops,military families,service members veterans,pentagon,deploy,service members,military,va,wars,budget","economic,foreign policy,military",0,budget,0,0,"deploy,wars,pentagon",0,0,0,"va,troops,service members veterans,service members,military families,military",0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,health,social programs","medicare,billions,medicare for all,middle class,taxes","economic,social programs",0,correct label,0,0,0,0,0,0,0,0,0,correct label
"economic,health,social programs","medicare,health,care costs,medicare for all,middle class,health care costs,tax,taxes,care plan,health care,costs","economic,health,social programs",0,correct label,0,0,0,0,correct label,0,0,0,0,correct label
"governance,foreign policy","us elections,impeach the president,commit crimes,congress,foreign,mueller report,impeachment,constitutional duty,impeach","foreign policy,governance,safety",0,0,0,0,correct label,correct label,0,0,0,commit crimes,0,0
"economic,environmental","clean renewable,billions,federal,new deal,floods,renewable,green new,emissions,adoption,green new deal,economic,deploy,climate change,climate crisis,manufacturing,climate,jobs","economic,environmental,foreign policy,governance,social cultural",0,correct label,0,correct label,deploy,federal,0,0,0,0,adoption,0
"health,social cultural","health,abortion,economic security,black,essential,health services,reproductive care,reproductive health,systemic,economic,health care,black women","covid,economic,health,safety,social cultural,social programs",essential,economic,0,0,0,0,correct label,0,0,economic security,correct label,"health services,health care"
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,environmental,social programs","universal child care,corruption,student loan,debt,student,child care,climate change,student loan debt,loan debt,climate","education,environmental,governance,social programs",0,0,correct label,correct label,0,corruption,0,0,0,0,0,correct label
"economic,education,social cultural,social programs","public education,corruption,k 12 education,climate,school,tax,discrimination,public schools,teachers,education system,school climate,color,education,secretary of education","economic,education,environmental,governance,social cultural,social programs",0,correct label,correct label,climate,0,"corruption,secretary of education",0,0,0,0,correct label,correct label
"economic,education,social programs","public education,billions,special education,school infrastructure,school,millionaires,tax,public schools,education","economic,education,social programs",0,correct label,correct label,0,0,0,0,0,0,0,0,correct label
"education,governance,immigration,social programs,social cultural","public education,federal,strengthening title vi,education,english language learners,public schools,immigrant students,educational,federal education,civil rights act,constitution,lgbtq students,discrimination,race,disabilities","education,governance,social cultural,social programs",0,0,correct label,0,0,correct label,0,0,0,0,correct label,correct label
"education,social programs","public schools,student,charter schools,federal","education,governance,social programs",0,0,correct label,0,0,federal,0,0,0,0,0,correct label
"economic,education,governance,social programs","public education,k 12 education,school,teachers,education,secretary of education","education,governance",0,0,correct label,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,immigration","citizenship,2020 census,census,immigrants,citizenship question,commerce,racist","economic,governance,immigration,social cultural",0,commerce,0,0,0,correct label,0,correct label,0,0,racist,0
"economic,safety,social cultural,immigration","federal,deportation,criminal,courts,detention,immigration,hate crimes,immigration law,terrorism,public safety,migration","foreign policy,governance,immigration,safety",0,0,0,0,terrorism,"courts,federal",0,correct label,0,correct label,0,0
"safety,social cultural,immigration","sexual orientation,sexual,refugees,asylum seekers,racism,refugee,asylum,climate,cages","environmental,immigration,safety,social cultural",0,0,0,climate,0,0,0,correct label,0,correct label,correct label,0
safety,"federal,ammunition,firearm,congress,gun","governance,safety",0,0,0,0,0,"federal,congress",0,0,0,"firearm,gun,ammunition",0,0
"health,social cultural","roe v wade,federal,abortion,abortions,roe,create federal,wade","governance,health,safety,social cultural",0,0,0,0,0,"roe,federal",correct label,0,0,create federal,correct label,0
governance,"corruption,banning lobbyists,legalized bribery,lobbyists,anti corruption",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
governance,"citizens united,super pacs,pacs",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
governance,"tax,democracy,wealthy,big donors,pacs","economic,governance",0,"wealthy,tax",0,0,0,"big donors,democracy,pacs",0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,gay,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
social cultural,"religious liberty,religious,federal,religious freedom,religion","governance,safety,social cultural",0,0,0,0,0,federal,0,0,0,religious,"religion,religious freedom,religious liberty",0
social cultural,transgender,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
"health,safety,social cultural",federal,governance,0,0,0,0,0,federal,0,0,0,0,0,0
"economic,education,governance,health,social programs,social cultural","health,transgender,federal,sexual orientation,housing,sexual,education,filibuster,student,sex,same sex,classroom,health care,discrimination","education,governance,health,safety,social cultural,social programs",0,0,correct label,0,0,correct label,correct label,0,0,sexual,correct label,correct label
"education,health,safety,social programs,social cultural","transgender,sexual orientation,sexual,school,gay,welfare,adoption,adoption agencies,lesbian,suicide,lgbtq students,discrimination","education,health,safety,social cultural,social programs",0,0,correct label,0,0,0,correct label,0,0,correct label,correct label,correct label
"social cultural,governance","supreme court,sexual orientation,justices,sexual,workers,kavanaugh,discrimination","economic,governance,safety,social cultural",0,workers,0,0,0,correct label,0,0,0,sexual,correct label,0
"health,safety,social programs,social cultural","health,federal,aids,health crisis,color,hiv","covid,governance,health,social cultural",health crisis,0,0,0,0,federal,correct label,0,0,0,correct label,0
"economic,environmental","renewable energy,middle class,renewable,workers,economy,climate change,climate crisis,manufacturing,climate,jobs","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
"economic,environmental","new deal,tax,green new,deploy,green new deal,climate change,climate crisis,subsidies,climate","economic,environmental,foreign policy",0,correct label,0,correct label,deploy,0,0,0,0,0,0,0
"health,social programs","health,medicare,medicare for all,health care,pollution,illnesses","environmental,health,social programs",0,0,0,pollution,0,0,correct label,0,0,0,0,correct label
"economic,education,health,social cultural,environmental","health,new deal,housing,workers,economy,green new,green new deal,racism,climate change,affordable,health care,affordable housing,climate,discrimination,jobs","economic,environmental,health,social cultural,social programs",0,correct label,0,correct label,0,0,correct label,0,0,0,correct label,"affordable housing,health care,housing,affordable"
"governance,economic","stocks,congress","economic,governance",0,correct label,0,0,0,correct label,0,0,0,0,0,0
"safety,governance","supreme court,court justices,federal,justices,corruption,judges,sexual,federal judges,kavanaugh,loophole,assault,congress,courts","governance,safety,social cultural",0,0,0,0,0,correct label,0,0,0,correct label,sexual,0
"education,social cultural,social programs,economic","universal child care,public college,school,debt,hbcus,millionaires,student,tax,tuition,tuition free,child care,college,student debt","economic,education,social cultural,social programs",0,correct label,correct label,0,0,0,0,0,0,0,correct label,correct label
"health,social programs,economic","medicare,medicare for all,middle class,wealthy,costs","economic,social programs",0,correct label,0,0,0,0,0,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"ceos,corruption,supreme court,big money,democracy,lobbyists,big donors","economic,governance",0,ceos,0,0,0,"corruption,lobbyists,supreme court,big money,big donors,democracy",0,0,0,0,0,0
"governance,foreign policy","foreign,campaign finance law,russian,campaign finance","foreign policy,governance",0,0,0,0,correct label,correct label,0,0,0,0,0,0
governance,"corruption,supreme court,constitutional amendment,big money,democracy,lobbyists,congress,citizens united,big donors",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
foreign policy,"unconstitutional,gulf,iran war","foreign policy,governance",0,0,0,0,"gulf,iran war",unconstitutional,0,0,0,0,0,0
"economic,social cultural","business,small business",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
environmental,"new deal,green new,green new deal,climate change,climate crisis,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"economic,social cultural",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","health,health care","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
immigration,border,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"fossil,fossil fuel,fracking,fuel,planet",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"economy,business,small business",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"social programs,economic","economy,jobs",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
immigration,"border,humanitarian crisis,humanitarian","foreign policy,immigration",0,0,0,0,humanitarian,0,0,"border,humanitarian crisis",0,0,0,0
"health,economic",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"immigrants,teachers","education,immigration",0,0,teachers,0,0,0,0,immigrants,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,environmental","health,climate change,climate","environmental,health",0,0,0,correct label,0,0,correct label,0,0,0,0,0
economic,"million jobs,economic,economy,jobs",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"education,social programs","school,community college,student,pre k,college,loans,education","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social cultural,social programs","debt,hbcus,minority serving institutions,college,college debt","education,social cultural,social programs",0,0,correct label,0,0,0,0,0,0,0,correct label,correct label
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"unemployment,tariffs,economy,tariff","economic,foreign policy",0,"unemployment,economy",0,0,"tariffs,tariff",0,0,0,0,0,0,0
"education,economic","teacher pay,teachers","economic,education",0,correct label,correct label,0,0,0,0,0,0,0,0,0
"education,social programs","special needs,school,teachers","education,social cultural",0,0,correct label,0,0,0,0,0,0,0,special needs,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","health,preexisting,aca,care coverage,preexisting conditions,congress,affordable,obamacare,affordable care act,health care","governance,health,social programs",0,0,0,0,0,congress,correct label,0,0,0,0,correct label
"immigration,environmental","climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"education,safety","the nra,nra,school","education,safety",0,0,correct label,0,0,0,0,0,0,correct label,0,0
safety,"enforcement officers,police,officers",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social programs,economic",social security,social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
governance,"impeachment,congress",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"military,social programs,economic","housing,giving tax breaks,tax,nuclear weapons,military,affordable,affordable housing","economic,foreign policy,military,social programs",0,correct label,0,0,nuclear weapons,0,0,0,correct label,0,0,correct label
"health,social programs","health,medicare,billions,medicare for all,market,revenues,universal health care,universal health,private market,care plan,health care","economic,health,social programs",0,"billions,market,revenues",0,0,0,0,correct label,0,0,0,0,correct label
"immigration,governance","citizenship question,citizenship,census","governance,immigration",0,0,0,0,0,correct label,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,"military,service members veterans,service members",military,0,0,0,0,0,0,0,0,correct label,0,0,0
"education,environmental,military,social programs,economic","housing,endless war,tax,child care,clean air,military,education,budget","economic,education,environmental,foreign policy,military,social programs",0,correct label,correct label,correct label,endless war,0,0,0,correct label,0,0,correct label
economic,"middle class,tax,taxes,income,deduction",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"college,college students","education,social programs",0,0,college,0,0,0,0,0,0,0,0,"college students,college"
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,safety","black,police,tamir,deadly,tamir rice","covid,safety,social cultural",deadly,0,0,0,0,0,0,0,0,correct label,correct label,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,military",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,economic","education,school",education,0,0,correct label,0,0,0,0,0,0,0,0,0
foreign policy,"putin,vladimir putin,hacking,russian,racist","foreign policy,social cultural",0,0,0,0,"vladimir putin,putin,russian,hacking",0,0,0,0,0,racist,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,economic",living wage,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"economic,social programs,economic","economic,climate change,climate","economic,environmental",0,correct label,0,"climate change,climate",0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,safety",bail,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
immigration,"border crisis,border",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,safety","criminal justice system,sexual,drugs,middle class,criminal,banks,foreclosure,assault,recession,homeowners,criminal justice","economic,safety,social cultural,social programs",0,correct label,0,0,0,0,0,0,0,correct label,sexual,homeowners
"economic,social cultural",economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,climate,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"defunding,budget","economic,social cultural",0,budget,0,0,0,0,0,0,0,0,defunding,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,safety","marijuana,federal,african,african americans","governance,safety,social cultural",0,0,0,0,0,federal,0,0,0,correct label,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social programs","school choice,school","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,foreign policy","radical islamic,innocent civilians,religious,christians,religious freedom","foreign policy,safety,social cultural",0,0,0,0,correct label,0,0,0,0,religious,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs,economic","medicare,banks,tax,social security,multinational corporations,multinational","economic,foreign policy,social programs",0,correct label,0,0,"multinational,multinational corporations",0,0,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"new deal,combat climate,green new,green new deal,climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social programs,"decent housing,housing",social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,"military,military families,debt","military,social programs",0,0,0,0,0,0,0,0,"military,military families",0,0,debt
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,american leadership,foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
"safety,economic","the nra,workers,nra,living wage","economic,safety",0,correct label,0,0,0,0,0,0,0,correct label,0,0
environmental,"defeat climate,climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs,economic","health,medicare,medicare for all,care coverage,health care,jobs","economic,health,social programs",0,correct label,0,0,0,0,correct label,0,0,0,0,correct label
no topic,barr,governance,0,0,0,0,0,barr,0,0,0,0,0,0
environmental,"big money,lobbyists,combat climate,climate change,special interests,climatechange,climate","environmental,governance",0,0,0,"climatechange,climate change,combat climate,climate",0,"special interests,lobbyists,big money",0,0,0,0,0,0
"governance,health,military,social cultural,safety","federal,privileged,business,congress,illnesses,chronic,medical marijuana,ptsd,marijuana,incarcerate,people of color,color,fiscal","economic,governance,military,safety,social cultural,social programs",0,"business,fiscal",0,0,0,correct label,0,0,correct label,correct label,correct label,"illnesses,chronic"
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate,threat facing","environmental,foreign policy",0,0,0,"climate change,climate",threat facing,0,0,0,0,0,0,0
safety,"crime rate,safest cities,officers",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
governance,mueller report,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,military",healthcare,health,0,0,0,0,0,0,correct label,0,0,0,0,0
"health,economic",affordable,social programs,0,0,0,0,0,0,0,0,0,0,0,affordable
no topic,college,education,0,0,college,0,0,0,0,0,0,0,0,college
"immigration,safety,economic","gun,gun control,living wage","economic,safety",0,correct label,0,0,0,0,0,0,0,correct label,0,0
economic,"wages,workers,tax",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,congress,governance,0,0,0,0,0,congress,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,college,education,0,0,college,0,0,0,0,0,0,0,0,college
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social programs,economic","broken system,doctors,teachers","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,environmental","climate change,climate,planet,jobs","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
"environmental,economic","economy,jobs",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
governance,democracy,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
immigration,"border security,border,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,economic",teachers,education,0,0,correct label,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"hearings,tax,budget","economic,governance",0,"budget,tax",0,0,0,hearings,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,education,health,social programs","health,economy,health care,education","economic,education,health,social programs",0,correct label,correct label,0,0,0,correct label,0,0,0,0,correct label
"social cultural,economic",economic,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,"workers,american workers",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,economic","opioid,pharmaceutical companies","safety,social programs",0,0,0,0,0,0,0,0,0,opioid,0,pharmaceutical companies
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"health,planet","environmental,health",0,0,0,planet,0,0,health,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"african american,black,student,korean,african","education,foreign policy,social cultural,social programs",0,0,student,0,korean,0,0,0,0,0,"black,african,african american",student
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"immigration,social cultural,safety","sexual,immigration","immigration,safety,social cultural",0,0,0,0,0,0,0,correct label,0,correct label,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,college,education,0,0,college,0,0,0,0,0,0,0,0,college
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"corruption,coal,environment","environmental,governance",0,0,0,"coal,environment",0,corruption,0,0,0,0,0,0
"economic,education,social programs","debt,student,business,college,student debt,college debt","economic,education,social programs",0,correct label,correct label,0,0,0,0,0,0,0,0,correct label
"economic,immigration,governance","administration continues,federal,shutdown,border,workers,reopen,federal workers","covid,economic,environmental,governance,immigration","reopen,shutdown",correct label,0,administration continues,0,correct label,0,correct label,0,0,0,0
"health,safety,social programs","health,human rights,health care,incarcerated","foreign policy,health,safety,social programs",0,0,0,0,human rights,0,correct label,0,0,correct label,0,correct label
no topic,congress,governance,0,0,0,0,0,congress,0,0,0,0,0,0
social programs,"paid family leave,paid family","social cultural,social programs",0,0,0,0,0,0,0,0,0,0,paid family leave,paid family
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,military,military,0,0,0,0,0,0,0,0,military,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,"usmca,congress","foreign policy,governance",0,0,0,0,usmca,congress,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"economic,racial","economic,social cultural",0,economic,0,0,0,0,0,0,0,0,racial,0
social programs,"paid family,paid family leave,income,bill of rights,race","economic,governance,social cultural,social programs",0,income,0,0,0,bill of rights,0,0,0,0,"paid family leave,race",paid family
"health,social cultural,social programs,economic","health,health care","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,border,immigration,0,0,0,0,0,0,0,border,0,0,0,0
social cultural,"muslim,anti muslim",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
environmental,"economy,climate,emissions","economic,environmental",0,economy,0,"emissions,climate",0,0,0,0,0,0,0,0
"health,social programs","health,health care","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
environmental,planet,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,"fight for 15,wages,workers",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,reopen,covid,reopen,0,0,0,0,0,0,0,0,0,0,0
"safety,foreign policy","u s intelligence,hacking,security interests,assets","economic,foreign policy",0,assets,0,0,correct label,0,0,0,0,0,0,0
"economic,environmental,health,social programs","health,climate,affordable,climate change,health care","environmental,health,social programs",0,0,0,correct label,0,0,correct label,0,0,0,0,correct label
no topic,teachers,education,0,0,teachers,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural","unconstitutional,reproductive rights","governance,health",0,0,0,0,0,unconstitutional,correct label,0,0,0,0,0
"health,social cultural,safety","criminal justice system,criminal,mentally ill,mentally,incarcerate,criminal justice,addicted","safety,social programs",0,0,0,0,0,0,0,0,0,correct label,0,"mentally,mentally ill"
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,banking,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"criminal,criminal justice,justice reform",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,workers,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
immigration,border,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
military,"military,american military","foreign policy,military",0,0,0,0,american military,0,0,0,"american military,military",0,0,0
"social cultural,safety","criminal,criminal justice system,racist,criminal justice","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,health,immigration,social programs,foreign policy","health,foreign affairs,foreign,immigration,health care,pacs","foreign policy,governance,health,immigration,social programs",0,0,0,0,correct label,correct label,correct label,correct label,0,0,0,correct label
"education,governance,social cultural,safety","college campuses,college,sexual,assault","education,safety,social cultural,social programs",0,0,correct label,0,0,0,0,0,0,correct label,correct label,"college,college campuses"
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"environmental,economic","federal,workers,federal workers,shutdown","covid,economic,governance",shutdown,correct label,0,0,0,"shutdown,federal,federal workers",0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,"military,military families,enlist,service members",military,0,0,0,0,0,0,0,0,correct label,0,0,0
"governance,economic","corruption,tax,stock,congress","economic,governance",0,correct label,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"college,democracy","education,governance",0,0,college,0,0,democracy,0,0,0,0,0,college
economic,economic,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,tax,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"health,social cultural,social programs","health,pregnancy,black,health care system,institutional racism,racism,health care,industrialized world","economic,health,social cultural,social programs",0,industrialized world,0,0,0,0,correct label,0,0,0,correct label,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
