Gold Label,words,m_label,economic,environmental,foreign policy,governance,immigration,military,safety,social cultural,social programs,covid,health,education
social cultural,"plan,african american,african,black",social cultural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"education,economic","school,economy",economic,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,school
"economic,environmental","emissions,carbon emissions,climate,climate crisis,jobs,carbon,economy,climate change","economic,environmental",Correct label,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"covid,health,economic","covid-19,economic","covid,economic",Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
governance,impeachment,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safety,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foreign policy,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"education,environmental,health,social cultural,social programs,economic","health care,student,campaign,student debt,protecting,climate,wealthy,corruption,guaranteeing health,climate change,health,debt","economic,environmental,social programs",Correct label,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,"health care,health","student,student debt"
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
governance,"impeachment,president,mueller report",governance,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,"who,campaign",covid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,who,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"economic,governance,social programs,safety",incarcerated,safety,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0
environmental,"planet,climate",environmental,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,president,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
governance,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
governance,president,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"governance,social cultural","who,president,right to vote","covid,governance",0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,who,0.0,0.0
"covid,health,foreign policy","world health organization,coronavirus,health,china","covid,foreign policy",0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,health,0.0
governance,"corrupt,congress",no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safety,"prison,plan",no topic,0.0,0.0,0.0,0.0,0.0,0.0,prison,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"governance,economic","law,economy",economic,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,debate,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safety,"gun violence,police,gun,police violence",safety,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0
"immigration,governance","border,fifth circuit,circuit court","governance,immigration",0.0,0.0,0.0,Correct label,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,health,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,health,0.0
"safety,economic","criminal,criminal justice reform,jobs,unemployment,criminal justice,justice reform","economic,safety",Correct label,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0
no topic,who,covid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,who,0.0,0.0
"education,social programs,economic","plan,student,school,per student,debt",social programs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0,"school,student"
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,"who,economies,campaign",covid,economies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,who,0.0,0.0
"health,social programs","doctor,medicare for all,medicare",social programs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,debate,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
governance,"pacs,lobbyists,grassroots movement,federal lobbyists,fancy fundraisers",governance,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"covid,health",coronavirus,covid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0
"education,environmental,health,social cultural,social programs","health care,student,social security,climate,discrimination,climate crisis,health,debt","environmental,social programs",0.0,Correct label,0.0,0.0,0.0,0.0,0.0,discrimination,Correct label,0.0,"health care,health",student
"health,social programs","president,illnesses,healthcare",social programs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,healthcare,0.0
governance,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,who,covid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,who,0.0,0.0
social cultural,plan,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,candidate,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,school,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,school
no topic,campaign,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safety,officers,safety,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,who,covid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,who,0.0,0.0
no topic,campaign,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,candidate,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,"workers,giant corporations,corporations,economy",economic,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foreign policy,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
health,"who,isolate,treatment",covid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"isolate,who",treatment,0.0
"economic,education,health,social programs","education,health care,living wage,guarantee health,decent housing,health","economic,social programs",Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,"health care,health",education
governance,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"covid,health",pandemic,covid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0
social cultural,who,covid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,who,0.0,0.0
"economic,immigration,military,safety,governance","taxes,congress,who,impeachment,borders,vets,military","covid,economic,immigration,military",Correct label,0.0,0.0,0.0,Correct label,Correct label,0.0,0.0,0.0,who,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"health,social programs","aca,medicare",social programs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0,0.0
governance,"candidate,impeachment,president,judiciary",governance,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
social cultural,"latinos,plan,comprehensive plan",no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,latinos,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"economic,environmental,foreign policy","who,sustainable,economically","covid,economic,environmental",Correct label,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,who,0.0,0.0
social cultural,latinos,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,latinos,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"covid,health","who,ventilators",covid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0
economic,"jobs,million jobs,jobs created,unemployment",economic,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,"who,candidate,race",covid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,who,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
governance,impeachment,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safety,drugs,safety,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0
no topic,president,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
social cultural,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"health,safety,military","opioid,opioids,drugs,marijuana,veterans","military,safety",0.0,0.0,0.0,0.0,0.0,Correct label,Correct label,0.0,0.0,0.0,0.0,0.0
no topic,who,covid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,who,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"covid,health,immigration","border,coronavirus","covid,immigration",0.0,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,Correct label,0.0,0.0
environmental,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"social cultural,safety","marijuana,racist,legalizing marijuana,black,latino","safety,social cultural",0.0,0.0,0.0,0.0,0.0,0.0,Correct label,Correct label,0.0,0.0,0.0,0.0
"covid,health,economic","workers,coronavirus,underinsured,pandemic","covid,economic,social programs",Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,underinsured,Correct label,0.0,0.0
social cultural,"black lives,lives matter,black,black lives matter",no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"black lives,black lives matter,black,lives matter",0.0,0.0,0.0,0.0
governance,impeachment,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"health,military,safety,social programs","plan,health care,jail,va,pipeline,veterans,mental health,health","military,social programs",0.0,pipeline,0.0,0.0,0.0,Correct label,0.0,0.0,Correct label,0.0,"health care,mental health,health",0.0
immigration,"asylum,asylum seekers",immigration,0.0,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,campaign,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,"workers,american workers",economic,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foreign policy,"syria,iran,iraq",foreign policy,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
governance,debate,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
immigration,"president,daca",no topic,0.0,0.0,0.0,0.0,daca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
immigration,"immigration plan,immigration,plan,campaign",no topic,0.0,0.0,0.0,0.0,"immigration,immigration plan",0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"social cultural,foreign policy","israel,anti-israel",foreign policy,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"economic,social cultural","president,african american,african,youth unemployment,unemployment","economic,social cultural",Correct label,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0
no topic,president,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,"who,race",covid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,who,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,who,covid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,who,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
social programs,president,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,"wages,workers",economic,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
social cultural,president,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,campaign,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,"income,tax,president",economic,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"health,social programs","medicare for all,medicare,health,health insurance",social programs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,health,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"military,foreign policy","service members,iraq",no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,race,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safety,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"health,social programs","president,health care,who,pre-existing conditions,pre-existing,health","covid,social programs",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,who,"health care,health",0.0
environmental,"green,candidate,green new deal,climate,new deal,climate crisis,green new",environmental,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"education,social programs",no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
governance,"voting rights,voting rights act",governance,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,"voting rights,voting rights act",0.0,0.0,0.0,0.0
no topic,president,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,campaign,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,businesses,economic,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,assault,safety,0.0,0.0,0.0,0.0,0.0,0.0,assault,0.0,0.0,0.0,0.0,0.0
no topic,fraud,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
social cultural,latinos,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,latinos,0.0,0.0,0.0,0.0
no topic,campaign,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,president,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,"economic,economic justice",economic,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,"employers,campaign",no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"safety,environmental","who,gun,climate,climate change,fraud","covid,environmental,safety",0.0,Correct label,0.0,0.0,0.0,0.0,Correct label,0.0,0.0,who,0.0,0.0
governance,who,covid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,who,0.0,0.0
economic,"economy,market,stock",economic,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
governance,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"foreign policy,social cultural,economic","income,china,venezuela,nicaragua,jobs,latinos,unemployment,latino","economic,foreign policy,social cultural",Correct label,0.0,Correct label,0.0,0.0,0.0,0.0,Correct label,0.0,china,0.0,0.0
governance,"impeachment,mueller report",governance,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
health,congress,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
environmental,"fuel,fuel industry,green,green new deal,climate,new deal,climate crisis,fossil,green new,fossil fuel",environmental,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,elections,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"economic,environmental","economy,climate crisis,climate","economic,environmental",Correct label,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"foreign policy,governance","ukraine,russia",foreign policy,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,"senator,ukraine",foreign policy,0.0,0.0,ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safety,"committing crimes,criminal",safety,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0
foreign policy,president,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
environmental,"green,planet,green new deal,new deal,green new",environmental,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,"tax,poverty,economic",economic,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"health,social programs","planet,health care,health","environmental,social programs",0.0,planet,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,"health care,health",0.0
economic,"debate,poverty,gender,race",social cultural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gender,0.0,0.0,0.0,0.0
economic,"workers,low-wage",economic,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,bankruptcy,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foreign policy,"foreign,foreign policy",foreign policy,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
social cultural,economy,economic,economy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safety,"gun violence,who,supreme court,root out corruption,gun,corruption","covid,governance,safety",0.0,0.0,0.0,0.0,0.0,0.0,"gun violence,gun",0.0,0.0,who,0.0,0.0
"social cultural,safety","police shootings,officers,shootings,police,black,police officers",safety,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,black,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"safety,environmental","clean,climate change,climate",environmental,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safety,"who,gun violence,gun","covid,safety",0.0,0.0,0.0,0.0,0.0,0.0,"gun violence,gun",0.0,0.0,who,0.0,0.0
economic,"trickle-down,economy",economic,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
governance,impeachment,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safety,"impeachment,plan",no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
governance,president,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"education,safety","school,gun violence,gun",safety,0.0,0.0,0.0,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,school
immigration,immigrants,immigration,0.0,0.0,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,president,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"education,social programs,social cultural",hbcus,social programs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hbcus,Correct label,0.0,0.0,hbcus
foreign policy,"europeans,germany,turkey,isis",foreign policy,0.0,0.0,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,middle class,economic,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economic,"jobs,economy",economic,Correct label,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
governance,"campaign,barr",no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no topic,no words,no topic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
